s_State,s_State-Short,s_State-raw,s_Period,s_Quarter,Broad Type of Service,Services,Benefits ($),Bulk Billed Services,Patient Billed Services,Bulk Billed Benefits ($),Patient Billed Beng Rate (efits ($),MBS Bulk Billing Rate (%),Avg Patient Contribution Per Service: Out of Hospital Patient Billed ($),Schedule Fee ($),Fee Charged ($),Bulk Billed Fee Charged ($),Patient Billed Fee Charged ($)
Victoria,VIC,Vic,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,9362931,187719912.9,8408252,954679,167527291,20192621.9,0.898036309,23.13154043,222722480.1,202053337.7,166958600.6,35094737.13
Queensland,QLD,Qld,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,7521799,161837513,6667108,854691,143215022,18622491.01,0.886371465,23.23295058,192444283.6,174025564.2,142826506.3,31199057.93
South Australia,SA,SA,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,2730164,52421900,2464593,265571,46630185.2,5791714.8,0.902727089,23.06376815,62191491.8,55888367.64,46418349.35,9470018.29
Western Australia,WA,WA,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,3550433,73942873.46,3148562,401871,65177442.65,8765430.81,0.886810707,19.20632356,87951295.7,80154896.04,65044287.05,15110608.99
Tasmania,TAS,Tas,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,766367,15205945.41,705493,60874,13783281.1,1422664.31,0.920568083,28.54998539,18017904.91,16150920.78,13753823.7,2397097.08
Northern Territory,NT,NT,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,292204,6182622.95,283458,8746,5921354.15,261268.8,0.970068856,24.33154799,7283311.96,6317471.92,5904857.3,412614.62
Australian Capital Territory,ACT,ACT,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,564851,11792272.97,502329,62522,10254732.9,1537540.07,0.889312403,16.62800694,13962139.36,12729495.86,10227336.65,2502159.21
Unknown,UNK,Unk,1/12/2018,2018-19 Q2 (Dec Qtr),Total Pathology,181,3877.85,117,64,2400.8,1477.05,0.64640884,-,4787.75,4591.35,2400.8,2190.55
Australia,AU,Australia,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,6867102,954833583.4,5394420,1472682,762271503,192562080.5,0.785545344,100.4601056,1019949940,1092873405,762271503,330601902.5
New South Wales,NSW,NSW,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,2402242,339045527.4,1914686,487556,275013494.8,64032032.58,0.797041264,90.68709756,362301323.1,379224092.5,275013494.8,104210597.7
Victoria,VIC,Vic,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,1732770,236195797.4,1352733,380037,187939557.2,48256240.29,0.780676605,103.5697289,252064806.8,273356648.2,187939557.2,85417091.06
Queensland,QLD,Qld,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,1408448,196799639.1,1147479,260969,163010416.5,33789222.62,0.814711654,98.69302332,209668004.9,221677601,163010416.5,58667184.51
South Australia,SA,SA,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,470330,63482830.03,356155,114175,48701558.1,14781271.93,0.757244913,98.65334092,68436638.8,73808420.15,48701558.1,25106862.05
Western Australia,WA,WA,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,604208,84664403.92,439028,165180,61389303.75,23275100.17,0.726617324,116.3900828,90416316.95,103384958.1,61389303.75,41995654.32
Tasmania,TAS,Tas,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,127403,17487195.4,97148,30255,13551285.85,3935909.55,0.762525215,114.2642019,18836051.2,20488515.66,13551285.85,6937229.81
Northern Territory,NT,NT,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,38016,5076436.05,32189,5827,4376261.1,700174.95,0.846722433,125.136177,5398234.9,5706729.57,4376261.1,1330468.47
Australian Capital Territory,ACT,ACT,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,83650,12077144.05,54979,28671,8286079.25,3791064.8,0.657250448,112.3486537,12823641.2,15221069.83,8286079.25,6934990.58
Unknown,UNK,Unk,1/12/2018,2018-19 Q2 (Dec Qtr),Diagnostic Imaging,35,4610.05,23,12,3546.45,1063.6,0.657142857,56.39285714,4922.2,5370.45,3546.45,1824
Australia,AU,Australia,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,2929120,524094861.3,1238792,1690328,122437856.6,401657004.8,0.422922926,83.35545744,643495962.2,1027829581,122437856.6,905391724.7
New South Wales,NSW,NSW,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,971801,176386480,448045,523756,45660355.6,130726124.4,0.461046037,94.97544192,212589225.9,356290921.3,45660355.6,310630565.7
Victoria,VIC,Vic,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,609400,118104349.7,195596,413804,20647442.4,97456907.33,0.320964883,84.44786127,147376914.8,229918325,20647442.4,209270882.6
Queensland,QLD,Qld,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,751066,118034481.1,389828,361238,35923243.7,82111237.41,0.519032948,78.11478483,143387185.2,223751820.5,35923243.7,187828576.8
South Australia,SA,SA,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,199060,37200904.55,69274,129786,7266474.3,29934430.25,0.348005626,55.57399569,46933660.49,69090374.36,7266474.3,61823900.06
Western Australia,WA,WA,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,289038,53080077.99,103245,185793,9373665.15,43706412.84,0.357202167,78.82950553,66875857.06,104257180.4,9373665.15,94883515.21
Tasmania,TAS,Tas,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,59724,11744427.87,17221,42503,1842236.85,9902191.02,0.288343045,51.87764014,14762332.65,21998293.76,1842236.85,20156056.91
Northern Territory,NT,NT,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,15351,2515479.65,6998,8353,664251.25,1851228.4,0.455866067,71.82010169,3204654.05,4937948.88,664251.25,4273697.63
Australian Capital Territory,ACT,ACT,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,33659,7024454.72,8577,25082,1059591.5,5964863.22,0.254820405,109.4268643,8361590.13,17578450.01,1059591.5,16518858.51
Unknown,UNK,Unk,1/12/2018,2018-19 Q2 (Dec Qtr),Total Operations,21,4205.7,8,13,595.8,3609.9,0.380952381,61.025,4541.9,6267.2,595.8,5671.4
Australia,AU,Australia,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,2531436,118449467.5,2394481,136955,111856942.7,6592524.77,0.945898296,25.88355263,138841751.8,121994349.4,111856942.7,10137406.72
New South Wales,NSW,NSW,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,830465,38558687.51,791377,39088,36658597.35,1900090.16,0.952932393,25.68449703,45211993,39562643.13,36658597.35,2904045.78
Victoria,VIC,Vic,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,632882,29731955.01,591972,40910,27718113.4,2013841.61,0.935359198,25.92189391,34824570.3,30792419.69,27718113.4,3074306.29
Queensland,QLD,Qld,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,538368,25077953.35,509444,28924,23729128,1348825.35,0.946274667,24.89483751,29381790.4,25798011.63,23729128,2068883.63
South Australia,SA,SA,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,177194,8307445.1,169647,7547,7958226.05,349219.05,0.957408264,28.43193189,9754597.6,8522020.89,7958226.05,563794.84
Western Australia,WA,WA,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,238616,11395735.65,226955,11661,10837993.35,557742.3,0.951130687,25.9398748,13369301.55,11698220.53,10837993.35,860227.18
Tasmania,TAS,Tas,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,54772,2572079.15,51460,3312,2412846.2,159232.95,0.939531147,18.43041969,3021160.05,2633120.7,2412846.2,220274.5
Northern Territory,NT,NT,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,19198,906532.85,18531,667,876084.5,30448.35,0.965256798,28.52796102,1065429.65,925561,876084.5,49476.5
Australian Capital Territory,ACT,ACT,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,39931,1898567.55,35086,4845,1665499.35,233068.2,0.878665698,33.69263158,2212307.95,2061808.35,1665499.35,396309
Unknown,UNK,Unk,1/12/2018,2018-19 Q2 (Dec Qtr),Optometry,10,511.3,9,1,454.5,56.8,0.9,32.2,601.3,543.5,454.5,89
Australia,AU,Australia,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,608658,134106294.3,450872,157786,80308889.2,53797405.11,0.740764107,51.38626843,123950141.1,142974569,80308889.2,62665679.77
New South Wales,NSW,NSW,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,196086,41688007.56,154654,41432,27551323.15,14136684.41,0.788704956,51.21958916,39730158.37,44004018.79,27551323.15,16452695.64
Victoria,VIC,Vic,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,139884,30136108.15,102346,37538,18432180.1,11703928.05,0.731649081,45.36505887,28889643.4,32185181.98,18432180.1,13753001.88
Queensland,QLD,Qld,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,128806,29394605.7,89056,39750,16027516.9,13367088.8,0.691396364,50.65365992,26223699.45,31603368.05,16027516.9,15575851.15
South Australia,SA,SA,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,49522,12769107.9,29611,19911,5299201.9,7469906,0.597936271,57.04836815,10494993.6,13938242.97,5299201.9,8639041.07
Western Australia,WA,WA,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,67079,15597488.55,51283,15796,9313289.65,6284198.9,0.764516466,63.9090825,13732432.15,16616549.15,9313289.65,7303259.5
Tasmania,TAS,Tas,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,16633,2840902.75,14020,2613,2248378.75,592524,0.842902663,17.58960412,3087970.9,2896809.79,2248378.75,648431.04
Northern Territory,NT,NT,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,3079,508932.7,2953,126,453838.2,55094.5,0.959077623,70.2612,550348.15,517892.95,453838.2,64054.75
Australian Capital Territory,ACT,ACT,1/12/2018,2018-19 Q2 (Dec Qtr),Radiotherapy and Therapeutic Nuclear Medicine,7569,1171141,6949,620,983160.55,187980.45,0.918086934,74.43839695,1240895.05,1212505.29,983160.55,229344.74
Australia,AU,Australia,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,3102795,442077732.1,1875166,1227629,288274878.5,153802853.6,0.604347371,112.5451251,487935795,546942471.4,288274878.5,258667593
New South Wales,NSW,NSW,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,1040146,150586314.5,656290,383856,99082444.95,51503869.57,0.6309595,115.8616867,166068817.2,185298561.3,99082444.95,86216116.31
Victoria,VIC,Vic,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,771442,111262703.8,482548,288894,73036237.45,38226466.33,0.625514297,137.9649098,122292014.1,139301273.7,73036237.45,66265036.23
Queensland,QLD,Qld,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,648008,89269751.83,355196,292812,57865113.9,31404637.93,0.548135208,100.8766231,98855472.2,109960680.5,57865113.9,52095566.64
South Australia,SA,SA,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,227584,32406406.57,126370,101214,20603253.85,11803152.72,0.555267506,80.32773068,36318981,39736973.44,20603253.85,19133719.59
Western Australia,WA,WA,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,291905,39005656.94,174671,117234,24700635.8,14305021.14,0.598383036,96.77383813,43170997,49073383.17,24700635.8,24372747.37
Tasmania,TAS,Tas,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,68135,10166123.03,44191,23944,7260662.35,2905460.68,0.648580025,68.11300776,11448713.6,11668383.96,7260662.35,4407721.61
Northern Territory,NT,NT,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,15682,3461282.4,12809,2873,2641092.9,820189.5,0.816796327,311.6153035,3679617.7,4030103.65,2641092.9,1389010.75
Australian Capital Territory,ACT,ACT,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,39875,5917662.26,23081,16794,3084320.85,2833341.41,0.578833856,148.8892755,6098960.7,7870900.18,3084320.85,4786579.33
Unknown,UNK,Unk,1/12/2018,2018-19 Q2 (Dec Qtr),Other MBS Services,18,1830.75,10,8,1116.4,714.35,0.555555556,13.3,2221.55,2211.55,1116.4,1095.15
Australia,AU,Australia,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,104809324,6024577722,82303480,22505844,4173410599,1851167122,0.785268685,63.67020348,6576992792,7754582494,4171294383,3583288111
New South Wales,NSW,NSW,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,35356269,2062484249,28079768,7276501,1457517776,604966473,0.794194885,69.19627356,2246598967,2651160639,1456630965,1194529675
Victoria,VIC,Vic,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,26656093,1517136473,20811730,5844363,1035040660,482095813.2,0.780749452,62.72701877,1658643487,1953333013,1034522543,918810470.3
Queensland,QLD,Qld,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,21458063,1237072117,16888482,4569581,874358448.1,362713668.4,0.78704597,60.08450239,1349807080,1573419308,873999502.9,699419804.9
South Australia,SA,SA,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,7330419,421966576.2,5750260,1580159,287861511.4,134105064.8,0.784438106,53.70312623,462638200.5,533468144.9,287716569.6,245751575.3
Western Australia,WA,WA,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,9733143,547097863.6,7550216,2182927,361575109.7,185522754,0.775722292,65.76851452,598298926.7,723940219.9,361430054,362510166
Tasmania,TAS,Tas,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,2173519,123204130.4,1645500,528019,82103324.6,41100805.8,0.757067226,50.10544171,136524686.2,158872352.5,82075946.45,76796406.02
Northern Territory,NT,NT,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,700223,36928374.84,623393,76830,30059680.35,6868694.49,0.890277811,75.08602027,39880025.1,44331272.22,30044900.1,14286372.12
Australian Capital Territory,ACT,ACT,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,1401207,78663450.12,953795,447412,44875952.1,33787498.02,0.680695286,66.36579228,84574580,116023225.6,44855766.4,71167459.15
Unknown,UNK,Unk,1/9/2018,2018-19 Q1 (Sep Qtr),Total Medicare,388,24487.9,336,52,18137.05,6350.85,0.865979381,77.1,26840.15,34319.2,18137.05,16182.15
Australia,AU,Australia,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,39604869,2021593159,34090140,5514729,1763719105,257874053.5,0.860756287,37.36265131,2010123287,2227073064,1763719105,463353958.9
New South Wales,NSW,NSW,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,13199760,675251199.7,11733875,1465885,605514475.2,69736724.51,0.888946087,36.39776409,671252863.3,728272746.5,605514475.2,122758271.3
Victoria,VIC,Vic,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,10185055,510954782.6,8685168,1499887,440478225.1,70476557.51,0.852736485,37.27987977,507839537.5,566760149.1,440478225.1,126281924
Queensland,QLD,Qld,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,8047099,418672256.4,6897948,1149151,365183265.4,53488990.97,0.857196861,37.91164789,416422145.3,462207701.1,365183265.4,97024435.66
South Australia,SA,SA,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,2784773,143445913.6,2364521,420252,123871987.6,19573926.01,0.849089315,32.90776015,143137162.3,157278630.1,123871987.6,33406642.52
Western Australia,WA,WA,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,3764485,190216101.3,3195927,568558,164513576.4,25702524.98,0.84896792,39.15705527,189261051.1,212441442.9,164513576.4,47927866.57
Tasmania,TAS,Tas,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,822446,41122762.4,634552,187894,32545699.05,8577063.35,0.771542448,38.01314873,40894784.8,48265961.06,32545699.05,15720262.01
Northern Territory,NT,NT,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,276754,15679920.15,247044,29710,14322748.85,1357171.3,0.892648345,46.2145593,15658274.05,17052622.08,14322748.85,2729873.23
Australian Capital Territory,ACT,ACT,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,524331,26242025.4,330949,193382,17281396.7,8960628.7,0.631183356,44.18492505,25649271.85,34785131.98,17281396.7,17503735.28
Unknown,UNK,Unk,1/9/2018,2018-19 Q1 (Sep Qtr),Total GP Non-Referred Attendances,166,8197.3,156,10,7731.15,466.15,0.939759036,48.22,8197.3,8679.5,7731.15,948.35
Australia,AU,Australia,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,613039,8283540.55,610521,2518,8251585.2,31955.35,0.995892594,6.385484512,8282375.5,8299619.2,8251585.2,48034
New South Wales,NSW,NSW,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,175495,2337965.6,174893,602,2330362.8,7602.8,0.996569703,5.885215947,2337598.35,2341508.5,2330362.8,11145.7
Victoria,VIC,Vic,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,111429,1369162.4,110924,505,1362594,6568.4,0.995467966,8.406633663,1368897.7,1373407.75,1362594,10813.75
Queensland,QLD,Qld,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,153658,2141545.25,153096,562,2134448.4,7096.85,0.996342527,9.506761566,2141263.5,2146888.05,2134448.4,12439.65
South Australia,SA,SA,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,60658,764582.8,60156,502,758268,6314.8,0.991724092,1.741633466,764528.4,765457.1,758268,7189.1
Western Australia,WA,WA,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,64532,857783.75,64264,268,854386.8,3396.95,0.995847022,6.472947761,857614.35,859518.5,854386.8,5131.7
Tasmania,TAS,Tas,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,14654,182134.35,14590,64,181359.6,774.75,0.995632592,3.64609375,182127.6,182367.7,181359.6,1008.1
Northern Territory,NT,NT,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,28150,575251.2,28146,4,575203.2,48,0.999857904,19,575251.2,575327.2,575203.2,124
Australian Capital Territory,ACT,ACT,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,4461,55091.2,4450,11,54938.4,152.8,0.997534185,2.654545455,55070.4,55120.4,54938.4,182
Unknown,UNK,Unk,1/9/2018,2018-19 Q1 (Sep Qtr),Practice Nurse,2,24,2,0,24,0,1,-,24,24,24,0
Australia,AU,Australia,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,3528132,266099101.2,2169406,1358726,145750787,120348314.2,0.614887992,47.15289148,302640363.4,330166960.8,145750787,184416173.9
New South Wales,NSW,NSW,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,1101978,81898555.1,644161,457817,43036317.6,38862237.5,0.584549782,45.49458113,92822141.15,102726747.8,43036317.6,59690430.15
Victoria,VIC,Vic,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,1012888,76978032.53,608555,404333,41009010.05,35969022.48,0.600811738,47.35270539,87293025,96124293.96,41009010.05,55115283.91
Queensland,QLD,Qld,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,721507,53857643.81,481482,240025,32551692.45,21305951.36,0.667328245,46.9501414,61607855.95,65126851.5,32551692.45,32575159.05
South Australia,SA,SA,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,274229,19863636.22,197958,76271,12777774.25,7085861.97,0.721871137,47.14477364,22937098.5,23459415.25,12777774.25,10681641
Western Australia,WA,WA,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,302402,23822449.53,185884,116518,12455109.3,11367340.23,0.614691702,52.30876028,27067478.6,29917361.66,12455109.3,17462252.36
Tasmania,TAS,Tas,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,69031,5546867.25,34658,34373,2708917.4,2837949.85,0.50206429,33.89815873,6402354.7,6712048.66,2708917.4,4003131.26
Northern Territory,NT,NT,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,10492,770841.45,7143,3349,465830,305011.45,0.680804422,65.3735115,879403,989777.34,465830,523947.34
Australian Capital Territory,ACT,ACT,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,35597,3360629.85,9559,26038,745796.35,2614833.5,0.268533865,67.18412705,3630482.85,5109970.15,745796.35,4364173.8
Unknown,UNK,Unk,1/9/2018,2018-19 Q1 (Sep Qtr),Other Allied Health,8,445.45,6,2,339.55,105.9,0.75,24.55,523.7,494.55,339.55,155
Australia,AU,Australia,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,8156184,662135193,2558079,5598105,220757659.6,441377533.4,0.313636745,80.18088288,752662502.8,1051117412,220757659.6,830359752.3
New South Wales,NSW,NSW,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,2886589,244200494.9,1037395,1849194,91968351.05,152232143.8,0.359384381,87.68993837,274159490.1,386400372.6,91968351.05,294432021.5
Victoria,VIC,Vic,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,2282448,185126652.6,693479,1588969,59702126.2,125424526.4,0.303831237,75.06383372,211831270.8,289718124,59702126.2,230015997.8
Queensland,QLD,Qld,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,1479396,117040126.2,397118,1082278,33502712.1,83537414.13,0.268432522,79.70057016,133698077.6,188221189.4,33502712.1,154718477.3
South Australia,SA,SA,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,574672,44358108.5,198978,375694,17012486.05,27345622.45,0.346246207,62.77109019,51653947.44,66771736.15,17012486.05,49759250.1
Western Australia,WA,WA,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,637893,48407000.98,136373,501520,10496995.8,37910005.18,0.213786638,79.98811827,55106912.14,82969274.71,10496995.8,72472278.91
Tasmania,TAS,Tas,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,167527,12371513.55,55858,111669,4704335.55,7667178,0.333426851,64.56972424,14531141.85,18767778.39,4704335.55,14063442.84
Northern Territory,NT,NT,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,25922,2015786.35,9709,16213,893495.15,1122291.2,0.374546717,92.11082918,2385317.8,3226911.7,893495.15,2333416.55
Australian Capital Territory,ACT,ACT,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,101723,8614557.37,29164,72559,2476779.35,6137778.02,0.286700156,97.65091888,9295225.05,15040039.62,2476779.35,12563260.27
Unknown,UNK,Unk,1/9/2018,2018-19 Q1 (Sep Qtr),Specialist Attendances,14,952.55,5,9,378.35,574.2,0.357142857,114.7555556,1120.05,1985.35,378.35,1607
Australia,AU,Australia,1/9/2018,2018-19 Q1 (Sep Qtr),Obstetrics,490438,47141350.21,285086,205352,13869105.75,33272244.46,0.581288562,261.8162989,51918308.28,115456570,13869105.75,101587464.2
